regiao,estado,coduf,data,semanaEpi,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos
Sul,SC,42,27/05/20,22,7372,356,126,5
Sul,SC,42,28/05/20,22,8000,628,131,5
Sul,SC,42,29/05/20,22,8530,530,134,3
Sul,SC,42,30/05/20,22,8778,248,136,2
Sul,SC,42,31/05/20,23,9037,259,143,7
Sul,SC,42,01/06/20,23,9498,461,146,3
Sul,SC,42,02/06/20,23,9660,162,148,2
Sul,SC,42,03/06/20,23,10034,374,152,4
Sul,SC,42,04/06/20,23,10532,498,156,4
Sul,SC,42,05/06/20,23,10846,314,159,3
Sul,SC,42,06/06/20,23,11285,439,166,7
Sul,SC,42,07/06/20,24,11565,280,171,5
Sul,SC,42,08/06/20,24,11565,0,171,0
Sul,RS,43,10/03/20,11,1,1,0,0
Sul,RS,43,11/03/20,11,2,1,0,0
Sul,RS,43,12/03/20,11,4,2,0,0
Sul,RS,43,13/03/20,11,4,0,0,0
Sul,RS,43,14/03/20,11,6,2,0,0
Sul,RS,43,15/03/20,12,6,0,0,0
Sul,RS,43,16/03/20,12,6,0,0,0
Sul,RS,43,17/03/20,12,10,4,0,0
Sul,RS,43,18/03/20,12,19,9,0,0
Sul,RS,43,19/03/20,12,28,9,0,0
Sul,RS,43,20/03/20,12,37,9,0,0
Sul,RS,43,21/03/20,12,60,23,0,0
Sul,RS,43,22/03/20,13,72,12,0,0
Sul,RS,43,23/03/20,13,86,14,0,0
Sul,RS,43,24/03/20,13,98,12,0,0
Sul,RS,43,25/03/20,13,123,25,1,1
Sul,RS,43,26/03/20,13,168,45,1,0
Sul,RS,43,27/03/20,13,195,27,2,1
Sul,RS,43,28/03/20,13,197,2,2,0
Sul,RS,43,29/03/20,14,226,29,2,0
Sul,RS,43,30/03/20,14,241,15,3,1
Sul,RS,43,31/03/20,14,274,33,4,1
Sul,RS,43,01/04/20,14,306,32,4,0
Sul,RS,43,02/04/20,14,334,28,5,1
Sul,RS,43,03/04/20,14,396,62,5,0
Sul,RS,43,04/04/20,14,410,14,6,1
Sul,RS,43,05/04/20,15,418,8,7,1
Sul,RS,43,06/04/20,15,481,63,7,0
Sul,RS,43,07/04/20,15,508,27,8,1
Sul,RS,43,08/04/20,15,555,47,9,1
Sul,RS,43,09/04/20,15,618,63,12,3
Sul,RS,43,10/04/20,15,636,18,14,2
Sul,RS,43,11/04/20,15,640,4,15,1
Sul,RS,43,12/04/20,16,653,13,16,1
Sul,RS,43,13/04/20,16,664,11,16,0
Sul,RS,43,14/04/20,16,700,36,18,2
Sul,RS,43,15/04/20,16,747,47,19,1
Sul,RS,43,16/04/20,16,780,33,19,0
Sul,RS,43,17/04/20,16,802,22,22,3
Sul,RS,43,18/04/20,16,831,29,24,2
Sul,RS,43,19/04/20,17,854,23,24,0
Sul,RS,43,20/04/20,17,889,35,27,3
Sul,RS,43,21/04/20,17,904,15,27,0
Sul,RS,43,22/04/20,17,923,19,27,0
Sul,RS,43,23/04/20,17,994,71,29,2
Sul,RS,43,24/04/20,17,1061,67,31,2
Sul,RS,43,25/04/20,17,1096,35,34,3
Sul,RS,43,26/04/20,18,1166,70,35,1
Sul,RS,43,27/04/20,18,1228,62,42,7
Sul,RS,43,28/04/20,18,1286,58,45,3
Sul,RS,43,29/04/20,18,1368,82,50,5
Sul,RS,43,30/04/20,18,1466,98,51,1
Sul,RS,43,01/05/20,18,1529,63,58,7
Sul,RS,43,02/05/20,18,1619,90,62,4
Sul,RS,43,03/05/20,19,1666,47,65,3
Sul,RS,43,04/05/20,19,1711,45,74,9
Sul,RS,43,05/05/20,19,1815,104,79,5
Sul,RS,43,06/05/20,19,2050,235,87,8
Sul,RS,43,07/05/20,19,2129,79,90,3
Sul,RS,43,08/05/20,19,2447,318,91,1
Sul,RS,43,09/05/20,19,2493,46,95,4
Sul,RS,43,10/05/20,20,2542,49,97,2
Sul,RS,43,11/05/20,20,2576,34,105,8
Sul,RS,43,12/05/20,20,2917,341,111,6
Sul,RS,43,13/05/20,20,2917,0,111,0
Sul,RS,43,14/05/20,20,2997,80,120,9
Sul,RS,43,15/05/20,20,3597,600,126,6
Sul,RS,43,16/05/20,20,3695,98,132,6
Sul,RS,43,17/05/20,21,3735,40,142,10
Sul,RS,43,18/05/20,21,3735,0,144,2
Sul,RS,43,19/05/20,21,3750,15,151,7
Sul,RS,43,20/05/20,21,4973,1223,161,10
Sul,RS,43,21/05/20,21,5473,500,166,5
Sul,RS,43,22/05/20,21,5918,445,172,6
Sul,RS,43,23/05/20,21,6336,418,176,4
Sul,RS,43,24/05/20,22,6470,134,180,4
Sul,RS,43,25/05/20,22,6559,89,197,17
Sul,RS,43,26/05/20,22,6785,226,203,6
Sul,RS,43,27/05/20,22,7048,263,209,6
Sul,RS,43,28/05/20,22,8234,1186,213,4
Sul,RS,43,29/05/20,22,8234,0,213,0
Sul,RS,43,30/05/20,22,9242,1008,218,5
Sul,RS,43,31/05/20,23,9332,90,224,6
Sul,RS,43,01/06/20,23,9332,0,232,8
Sul,RS,43,02/06/20,23,9919,587,245,13
Sul,RS,43,03/06/20,23,10398,479,258,13
Sul,RS,43,04/06/20,23,11010,612,265,7
Sul,RS,43,05/06/20,23,11583,573,276,11
Sul,RS,43,06/06/20,23,12037,454,283,7
Sul,RS,43,07/06/20,24,12135,98,286,3
Sul,RS,43,08/06/20,24,12250,115,291,5
Centro-Oeste,MS,50,16/03/20,12,2,2,0,0
Centro-Oeste,MS,50,17/03/20,12,4,2,0,0
Centro-Oeste,MS,50,18/03/20,12,7,3,0,0
Centro-Oeste,MS,50,19/03/20,12,7,0,0,0
Centro-Oeste,MS,50,20/03/20,12,9,2,0,0
Centro-Oeste,MS,50,21/03/20,12,16,7,0,0
Centro-Oeste,MS,50,22/03/20,13,21,5,0,0
Centro-Oeste,MS,50,23/03/20,13,21,0,0,0
Centro-Oeste,MS,50,24/03/20,13,23,2,0,0
Centro-Oeste,MS,50,25/03/20,13,24,1,0,0
Centro-Oeste,MS,50,26/03/20,13,25,1,0,0
Centro-Oeste,MS,50,27/03/20,13,28,3,0,0
Centro-Oeste,MS,50,28/03/20,13,31,3,0,0
Centro-Oeste,MS,50,29/03/20,14,36,5,0,0
Centro-Oeste,MS,50,30/03/20,14,44,8,0,0
Centro-Oeste,MS,50,31/03/20,14,48,4,1,1
Centro-Oeste,MS,50,01/04/20,14,51,3,1,0
Centro-Oeste,MS,50,02/04/20,14,53,2,1,0
Centro-Oeste,MS,50,03/04/20,14,60,7,1,0
Centro-Oeste,MS,50,04/04/20,14,62,2,1,0
Centro-Oeste,MS,50,05/04/20,15,65,3,1,0
Centro-Oeste,MS,50,06/04/20,15,66,1,1,0
Centro-Oeste,MS,50,07/04/20,15,80,14,2,1
Centro-Oeste,MS,50,08/04/20,15,85,5,2,0
Centro-Oeste,MS,50,09/04/20,15,89,4,2,0
Centro-Oeste,MS,50,10/04/20,15,97,8,2,0
Centro-Oeste,MS,50,11/04/20,15,100,3,2,0
Centro-Oeste,MS,50,12/04/20,16,101,1,2,0
Centro-Oeste,MS,50,13/04/20,16,113,12,4,2
Centro-Oeste,MS,50,14/04/20,16,115,2,4,0
Centro-Oeste,MS,50,15/04/20,16,121,6,4,0
Centro-Oeste,MS,50,16/04/20,16,131,10,5,1
Centro-Oeste,MS,50,17/04/20,16,143,12,5,0
Centro-Oeste,MS,50,18/04/20,16,161,18,5,0
Centro-Oeste,MS,50,19/04/20,17,168,7,5,0
Centro-Oeste,MS,50,20/04/20,17,171,3,5,0
Centro-Oeste,MS,50,21/04/20,17,173,2,6,1
Centro-Oeste,MS,50,22/04/20,17,175,2,6,0
Centro-Oeste,MS,50,23/04/20,17,186,11,7,1
Centro-Oeste,MS,50,24/04/20,17,213,27,7,0
Centro-Oeste,MS,50,25/04/20,17,217,4,7,0
Centro-Oeste,MS,50,26/04/20,18,234,17,7,0
Centro-Oeste,MS,50,27/04/20,18,238,4,9,2
Centro-Oeste,MS,50,28/04/20,18,240,2,9,0
Centro-Oeste,MS,50,29/04/20,18,249,9,9,0
Centro-Oeste,MS,50,30/04/20,18,255,6,9,0
Centro-Oeste,MS,50,01/05/20,18,261,6,9,0
Centro-Oeste,MS,50,02/05/20,18,266,5,9,0
Centro-Oeste,MS,50,03/05/20,19,272,6,10,1
Centro-Oeste,MS,50,04/05/20,19,274,2,10,0
Centro-Oeste,MS,50,05/05/20,19,283,9,10,0
Centro-Oeste,MS,50,06/05/20,19,288,5,10,0
Centro-Oeste,MS,50,07/05/20,19,311,23,10,0
Centro-Oeste,MS,50,08/05/20,19,326,15,11,1
Centro-Oeste,MS,50,09/05/20,19,346,20,11,0
Centro-Oeste,MS,50,10/05/20,20,362,16,11,0
Centro-Oeste,MS,50,11/05/20,20,385,23,11,0
Centro-Oeste,MS,50,12/05/20,20,405,20,12,1
Centro-Oeste,MS,50,13/05/20,20,430,25,13,1
Centro-Oeste,MS,50,14/05/20,20,452,22,14,1
Centro-Oeste,MS,50,15/05/20,20,479,27,14,0
Centro-Oeste,MS,50,16/05/20,20,508,29,15,1
Centro-Oeste,MS,50,17/05/20,21,570,62,15,0
Centro-Oeste,MS,50,18/05/20,21,613,43,16,1
Centro-Oeste,MS,50,19/05/20,21,642,29,16,0
Centro-Oeste,MS,50,20/05/20,21,693,51,17,1
Centro-Oeste,MS,50,21/05/20,21,746,53,17,0
Centro-Oeste,MS,50,22/05/20,21,805,59,17,0
Centro-Oeste,MS,50,23/05/20,21,858,53,17,0
Centro-Oeste,MS,50,24/05/20,22,924,66,17,0
Centro-Oeste,MS,50,25/05/20,22,1023,99,17,0
Centro-Oeste,MS,50,26/05/20,22,1100,77,17,0
Centro-Oeste,MS,50,27/05/20,22,1186,86,18,1
Centro-Oeste,MS,50,28/05/20,22,1262,76,18,0
Centro-Oeste,MS,50,29/05/20,22,1356,94,18,0
Centro-Oeste,MS,50,30/05/20,22,1418,62,19,1
Centro-Oeste,MS,50,31/05/20,23,1489,71,20,1
Centro-Oeste,MS,50,01/06/20,23,1568,79,20,0
Centro-Oeste,MS,50,02/06/20,23,1646,78,20,0
Centro-Oeste,MS,50,03/06/20,23,1802,156,20,0
Centro-Oeste,MS,50,04/06/20,23,1925,123,20,0
Centro-Oeste,MS,50,05/06/20,23,1997,72,21,1
Centro-Oeste,MS,50,06/06/20,23,2132,135,21,0
Centro-Oeste,MS,50,07/06/20,24,2253,121,21,0
Centro-Oeste,MS,50,08/06/20,24,2324,71,22,1
Centro-Oeste,MT,51,20/03/20,12,1,1,0,0
Centro-Oeste,MT,51,21/03/20,12,2,1,0,0
Centro-Oeste,MT,51,22/03/20,13,2,0,0,0
Centro-Oeste,MT,51,23/03/20,13,2,0,0,0
Centro-Oeste,MT,51,24/03/20,13,7,5,0,0
Centro-Oeste,MT,51,25/03/20,13,8,1,0,0
Centro-Oeste,MT,51,26/03/20,13,11,3,0,0
Centro-Oeste,MT,51,27/03/20,13,11,0,0,0
Centro-Oeste,MT,51,28/03/20,13,13,2,0,0
Centro-Oeste,MT,51,29/03/20,14,16,3,0,0
Centro-Oeste,MT,51,30/03/20,14,18,2,0,0
Centro-Oeste,MT,51,31/03/20,14,25,7,0,0
Centro-Oeste,MT,51,01/04/20,14,27,2,0,0
Centro-Oeste,MT,51,02/04/20,14,36,9,0,0
Centro-Oeste,MT,51,03/04/20,14,44,8,1,1
Centro-Oeste,MT,51,04/04/20,14,56,12,1,0
Centro-Oeste,MT,51,05/04/20,15,60,4,1,0
Centro-Oeste,MT,51,06/04/20,15,76,16,1,0
Centro-Oeste,MT,51,07/04/20,15,78,2,1,0
Centro-Oeste,MT,51,08/04/20,15,90,12,1,0
Centro-Oeste,MT,51,09/04/20,15,108,18,2,1
Centro-Oeste,MT,51,10/04/20,15,112,4,2,0
Centro-Oeste,MT,51,11/04/20,15,121,9,3,1
Centro-Oeste,MT,51,12/04/20,16,123,2,3,0
Centro-Oeste,MT,51,13/04/20,16,134,11,4,1
Centro-Oeste,MT,51,14/04/20,16,138,4,4,0
Centro-Oeste,MT,51,15/04/20,16,151,13,4,0
Centro-Oeste,MT,51,16/04/20,16,156,5,5,1
Centro-Oeste,MT,51,17/04/20,16,162,6,5,0
Centro-Oeste,MT,51,18/04/20,16,171,9,5,0
Centro-Oeste,MT,51,19/04/20,17,174,3,5,0
Centro-Oeste,MT,51,20/04/20,17,181,7,6,1
Centro-Oeste,MT,51,21/04/20,17,181,0,6,0
Centro-Oeste,MT,51,22/04/20,17,183,2,6,0
Centro-Oeste,MT,51,23/04/20,17,221,38,7,1
Centro-Oeste,MT,51,24/04/20,17,240,19,8,1
Centro-Oeste,MT,51,25/04/20,17,247,7,9,1
Centro-Oeste,MT,51,26/04/20,18,250,3,9,0
Centro-Oeste,MT,51,27/04/20,18,257,7,10,1
Centro-Oeste,MT,51,28/04/20,18,261,4,11,1
Centro-Oeste,MT,51,29/04/20,18,292,31,11,0
Centro-Oeste,MT,51,30/04/20,18,297,5,11,0
Centro-Oeste,MT,51,01/05/20,18,320,23,11,0
Centro-Oeste,MT,51,02/05/20,18,331,11,12,1
Centro-Oeste,MT,51,03/05/20,19,337,6,12,0
Centro-Oeste,MT,51,04/05/20,19,344,7,13,1
Centro-Oeste,MT,51,05/05/20,19,365,21,13,0
Centro-Oeste,MT,51,06/05/20,19,379,14,13,0
Centro-Oeste,MT,51,07/05/20,19,417,38,13,0
Centro-Oeste,MT,51,08/05/20,19,457,40,14,1
Centro-Oeste,MT,51,09/05/20,19,502,45,16,2
Centro-Oeste,MT,51,10/05/20,20,519,17,18,2
Centro-Oeste,MT,51,11/05/20,20,541,22,19,1
Centro-Oeste,MT,51,12/05/20,20,591,50,19,0
Centro-Oeste,MT,51,13/05/20,20,661,70,20,1
Centro-Oeste,MT,51,14/05/20,20,719,58,23,3
Centro-Oeste,MT,51,15/05/20,20,779,60,26,3
Centro-Oeste,MT,51,16/05/20,20,851,72,27,1
Centro-Oeste,MT,51,17/05/20,21,901,50,27,0
Centro-Oeste,MT,51,18/05/20,21,937,36,29,2
Centro-Oeste,MT,51,19/05/20,21,995,58,32,3
Centro-Oeste,MT,51,20/05/20,21,1054,59,32,0
Centro-Oeste,MT,51,21/05/20,21,1172,118,34,2
Centro-Oeste,MT,51,22/05/20,21,1220,48,37,3
Centro-Oeste,MT,51,23/05/20,21,1352,132,37,0
Centro-Oeste,MT,51,24/05/20,22,1462,110,40,3
Centro-Oeste,MT,51,25/05/20,22,1500,38,41,1
Centro-Oeste,MT,51,26/05/20,22,1628,128,43,2
Centro-Oeste,MT,51,27/05/20,22,1839,211,46,3
Centro-Oeste,MT,51,28/05/20,22,1951,112,51,5
Centro-Oeste,MT,51,29/05/20,22,2103,152,56,5
Centro-Oeste,MT,51,30/05/20,22,2361,258,57,1
Centro-Oeste,MT,51,31/05/20,23,2429,68,61,4
Centro-Oeste,MT,51,01/06/20,23,2541,112,66,5
Centro-Oeste,MT,51,02/06/20,23,2709,168,70,4
Centro-Oeste,MT,51,03/06/20,23,2848,139,76,6
Centro-Oeste,MT,51,04/06/20,23,3194,346,82,6
Centro-Oeste,MT,51,05/06/20,23,3481,287,88,6
Centro-Oeste,MT,51,06/06/20,23,3662,181,96,8
Centro-Oeste,MT,51,07/06/20,24,3878,216,109,13
Centro-Oeste,MT,51,08/06/20,24,4100,222,116,7
Centro-Oeste,GO,52,13/03/20,11,3,3,0,0
Centro-Oeste,GO,52,14/03/20,11,3,0,0,0
Centro-Oeste,GO,52,15/03/20,12,3,0,0,0
Centro-Oeste,GO,52,16/03/20,12,3,0,0,0
Centro-Oeste,GO,52,17/03/20,12,6,3,0,0
Centro-Oeste,GO,52,18/03/20,12,8,2,0,0
Centro-Oeste,GO,52,19/03/20,12,12,4,0,0
Centro-Oeste,GO,52,20/03/20,12,15,3,0,0
Centro-Oeste,GO,52,21/03/20,12,20,5,0,0
Centro-Oeste,GO,52,22/03/20,13,21,1,0,0
Centro-Oeste,GO,52,23/03/20,13,23,2,0,0
Centro-Oeste,GO,52,24/03/20,13,27,4,0,0
Centro-Oeste,GO,52,25/03/20,13,29,2,0,0
Centro-Oeste,GO,52,26/03/20,13,39,10,1,1
Centro-Oeste,GO,52,27/03/20,13,49,10,1,0
Centro-Oeste,GO,52,28/03/20,13,56,7,1,0
Centro-Oeste,GO,52,29/03/20,14,58,2,1,0
Centro-Oeste,GO,52,30/03/20,14,61,3,1,0
Centro-Oeste,GO,52,31/03/20,14,65,4,1,0
Centro-Oeste,GO,52,01/04/20,14,71,6,1,0
Centro-Oeste,GO,52,02/04/20,14,73,2,1,0
Centro-Oeste,GO,52,03/04/20,14,88,15,2,1
Centro-Oeste,GO,52,04/04/20,14,103,15,2,0
Centro-Oeste,GO,52,05/04/20,15,115,12,3,1
Centro-Oeste,GO,52,06/04/20,15,119,4,5,2
Centro-Oeste,GO,52,07/04/20,15,133,14,5,0
Centro-Oeste,GO,52,08/04/20,15,158,25,7,2
Centro-Oeste,GO,52,09/04/20,15,179,21,7,0
Centro-Oeste,GO,52,10/04/20,15,191,12,8,1
Centro-Oeste,GO,52,11/04/20,15,209,18,10,2
Centro-Oeste,GO,52,12/04/20,16,229,20,14,4
Centro-Oeste,GO,52,13/04/20,16,233,4,15,1
Centro-Oeste,GO,52,14/04/20,16,284,51,15,0
Centro-Oeste,GO,52,15/04/20,16,304,20,15,0
Centro-Oeste,GO,52,16/04/20,16,318,14,16,1
Centro-Oeste,GO,52,17/04/20,16,335,17,16,0
Centro-Oeste,GO,52,18/04/20,16,378,43,18,2
Centro-Oeste,GO,52,19/04/20,17,393,15,18,0
Centro-Oeste,GO,52,20/04/20,17,403,10,19,1
Centro-Oeste,GO,52,21/04/20,17,421,18,19,0
Centro-Oeste,GO,52,22/04/20,17,438,17,21,2
Centro-Oeste,GO,52,23/04/20,17,453,15,23,2
Centro-Oeste,GO,52,24/04/20,17,486,33,24,1
Centro-Oeste,GO,52,25/04/20,17,506,20,25,1
Centro-Oeste,GO,52,26/04/20,18,573,67,25,0
Centro-Oeste,GO,52,27/04/20,18,616,43,26,1
Centro-Oeste,GO,52,28/04/20,18,661,45,27,1
Centro-Oeste,GO,52,29/04/20,18,705,44,27,0
Centro-Oeste,GO,52,30/04/20,18,781,76,29,2
Centro-Oeste,GO,52,01/05/20,18,808,27,29,0
Centro-Oeste,GO,52,02/05/20,18,825,17,30,1
Centro-Oeste,GO,52,03/05/20,19,850,25,30,0
Centro-Oeste,GO,52,04/05/20,19,861,11,30,0
Centro-Oeste,GO,52,05/05/20,19,922,61,38,8
Centro-Oeste,GO,52,06/05/20,19,1024,102,44,6
Centro-Oeste,GO,52,07/05/20,19,1027,3,44,0
Centro-Oeste,GO,52,08/05/20,19,1053,26,47,3
Centro-Oeste,GO,52,09/05/20,19,1069,16,47,0
Centro-Oeste,GO,52,10/05/20,20,1093,24,47,0
Centro-Oeste,GO,52,11/05/20,20,1100,7,49,2
Centro-Oeste,GO,52,12/05/20,20,1115,15,52,3
Centro-Oeste,GO,52,13/05/20,20,1134,19,61,9
Centro-Oeste,GO,52,14/05/20,20,1423,289,64,3
Centro-Oeste,GO,52,15/05/20,20,1572,149,67,3
Centro-Oeste,GO,52,16/05/20,20,1640,68,69,2
Centro-Oeste,GO,52,17/05/20,21,1692,52,70,1
Centro-Oeste,GO,52,18/05/20,21,1749,57,73,3
Centro-Oeste,GO,52,19/05/20,21,1846,97,73,0
Centro-Oeste,GO,52,20/05/20,21,1978,132,78,5
Centro-Oeste,GO,52,21/05/20,21,2114,136,85,7
Centro-Oeste,GO,52,22/05/20,21,2304,190,93,8
Centro-Oeste,GO,52,23/05/20,21,2377,73,95,2
Centro-Oeste,GO,52,24/05/20,22,2443,66,95,0
Centro-Oeste,GO,52,25/05/20,22,2512,69,96,1
Centro-Oeste,GO,52,26/05/20,22,2671,159,104,8
Centro-Oeste,GO,52,27/05/20,22,2843,172,108,4
Centro-Oeste,GO,52,28/05/20,22,3090,247,115,7
Centro-Oeste,GO,52,29/05/20,22,3319,229,119,4
Centro-Oeste,GO,52,30/05/20,22,3585,266,122,3
Centro-Oeste,GO,52,31/05/20,23,3702,117,124,2
Centro-Oeste,GO,52,01/06/20,23,3906,204,127,3
Centro-Oeste,GO,52,02/06/20,23,4377,471,151,24
Centro-Oeste,GO,52,03/06/20,23,4570,193,155,4
Centro-Oeste,GO,52,04/06/20,23,4944,374,164,9
Centro-Oeste,GO,52,05/06/20,23,5373,429,167,3
Centro-Oeste,GO,52,06/06/20,23,5669,296,172,5
Centro-Oeste,GO,52,07/06/20,24,5813,144,173,1
Centro-Oeste,GO,52,08/06/20,24,6124,311,173,0
Centro-Oeste,DF,53,07/03/20,10,1,1,0,0
Centro-Oeste,DF,53,08/03/20,11,1,0,0,0
Centro-Oeste,DF,53,09/03/20,11,1,0,0,0
Centro-Oeste,DF,53,10/03/20,11,1,0,0,0
Centro-Oeste,DF,53,11/03/20,11,2,1,0,0
Centro-Oeste,DF,53,12/03/20,11,2,0,0,0
Centro-Oeste,DF,53,13/03/20,11,2,0,0,0
Centro-Oeste,DF,53,14/03/20,11,6,4,0,0
Centro-Oeste,DF,53,15/03/20,12,8,2,0,0
Centro-Oeste,DF,53,16/03/20,12,13,5,0,0
Centro-Oeste,DF,53,17/03/20,12,22,9,0,0
Centro-Oeste,DF,53,18/03/20,12,26,4,0,0
Centro-Oeste,DF,53,19/03/20,12,42,16,0,0
Centro-Oeste,DF,53,20/03/20,12,87,45,0,0
Centro-Oeste,DF,53,21/03/20,12,100,13,0,0
Centro-Oeste,DF,53,22/03/20,13,117,17,0,0
Centro-Oeste,DF,53,23/03/20,13,133,16,0,0
Centro-Oeste,DF,53,24/03/20,13,160,27,0,0
Centro-Oeste,DF,53,25/03/20,13,160,0,0,0
Centro-Oeste,DF,53,26/03/20,13,200,40,0,0
Centro-Oeste,DF,53,27/03/20,13,230,30,0,0
Centro-Oeste,DF,53,28/03/20,13,260,30,0,0
Centro-Oeste,DF,53,29/03/20,14,289,29,1,1
Centro-Oeste,DF,53,30/03/20,14,312,23,1,0
Centro-Oeste,DF,53,31/03/20,14,332,20,3,2
Centro-Oeste,DF,53,01/04/20,14,355,23,3,0
Centro-Oeste,DF,53,02/04/20,14,370,15,4,1
Centro-Oeste,DF,53,03/04/20,14,402,32,5,1
Centro-Oeste,DF,53,04/04/20,14,454,52,7,2
Centro-Oeste,DF,53,05/04/20,15,468,14,7,0
Centro-Oeste,DF,53,06/04/20,15,473,5,10,3
Centro-Oeste,DF,53,07/04/20,15,492,19,12,2
Centro-Oeste,DF,53,08/04/20,15,509,17,12,0
Centro-Oeste,DF,53,09/04/20,15,527,18,13,1
Centro-Oeste,DF,53,10/04/20,15,555,28,14,1
Centro-Oeste,DF,53,11/04/20,15,579,24,14,0
Centro-Oeste,DF,53,12/04/20,16,614,35,14,0
Centro-Oeste,DF,53,13/04/20,16,638,24,15,1
Centro-Oeste,DF,53,14/04/20,16,651,13,17,2
Centro-Oeste,DF,53,15/04/20,16,682,31,17,0
Centro-Oeste,DF,53,16/04/20,16,716,34,20,3
Centro-Oeste,DF,53,17/04/20,16,746,30,20,0
Centro-Oeste,DF,53,18/04/20,16,762,16,24,4
Centro-Oeste,DF,53,19/04/20,17,827,65,24,0
Centro-Oeste,DF,53,20/04/20,17,872,45,24,0
Centro-Oeste,DF,53,21/04/20,17,881,9,24,0
Centro-Oeste,DF,53,22/04/20,17,946,65,25,1
Centro-Oeste,DF,53,23/04/20,17,963,17,25,0
Centro-Oeste,DF,53,24/04/20,17,989,26,26,1
Centro-Oeste,DF,53,25/04/20,17,1013,24,26,0
Centro-Oeste,DF,53,26/04/20,18,1066,53,27,1
Centro-Oeste,DF,53,27/04/20,18,1146,80,27,0
Centro-Oeste,DF,53,28/04/20,18,1213,67,28,1
Centro-Oeste,DF,53,29/04/20,18,1275,62,28,0
Centro-Oeste,DF,53,30/04/20,18,1356,81,30,2
Centro-Oeste,DF,53,01/05/20,18,1466,110,30,0
Centro-Oeste,DF,53,02/05/20,18,1566,100,31,1
Centro-Oeste,DF,53,03/05/20,19,1649,83,33,2
Centro-Oeste,DF,53,04/05/20,19,1768,119,33,0
Centro-Oeste,DF,53,05/05/20,19,1818,50,33,0
Centro-Oeste,DF,53,06/05/20,19,1906,88,34,1
Centro-Oeste,DF,53,07/05/20,19,2258,352,35,1
Centro-Oeste,DF,53,08/05/20,19,2442,184,37,2
Centro-Oeste,DF,53,09/05/20,19,2576,134,39,2
Centro-Oeste,DF,53,10/05/20,20,2682,106,42,3
Centro-Oeste,DF,53,11/05/20,20,2783,101,44,2
Centro-Oeste,DF,53,12/05/20,20,2979,196,46,2
Centro-Oeste,DF,53,13/05/20,20,3192,213,48,2
Centro-Oeste,DF,53,14/05/20,20,3416,224,51,3
Centro-Oeste,DF,53,15/05/20,20,3787,371,55,4
Centro-Oeste,DF,53,16/05/20,20,4140,353,56,1
Centro-Oeste,DF,53,17/05/20,21,4368,228,59,3
Centro-Oeste,DF,53,18/05/20,21,4619,251,66,7
Centro-Oeste,DF,53,19/05/20,21,4853,234,72,6
Centro-Oeste,DF,53,20/05/20,21,5161,308,77,5
Centro-Oeste,DF,53,21/05/20,21,5542,381,84,7
Centro-Oeste,DF,53,22/05/20,21,5948,406,90,6
Centro-Oeste,DF,53,23/05/20,21,6251,303,95,5
Centro-Oeste,DF,53,24/05/20,22,6638,387,104,9
Centro-Oeste,DF,53,25/05/20,22,6930,292,114,10
Centro-Oeste,DF,53,26/05/20,22,7210,280,124,10
Centro-Oeste,DF,53,27/05/20,22,7761,551,133,9
Centro-Oeste,DF,53,28/05/20,22,8300,539,142,9
Centro-Oeste,DF,53,29/05/20,22,8722,422,154,12
Centro-Oeste,DF,53,30/05/20,22,9474,752,162,8
Centro-Oeste,DF,53,31/05/20,23,9780,306,170,8
Centro-Oeste,DF,53,01/06/20,23,10510,730,171,1
Centro-Oeste,DF,53,02/06/20,23,11256,746,177,6
Centro-Oeste,DF,53,03/06/20,23,12020,764,191,14
Centro-Oeste,DF,53,04/06/20,23,12923,903,196,5
Centro-Oeste,DF,53,05/06/20,23,14208,1285,202,6
Centro-Oeste,DF,53,06/06/20,23,15850,1642,208,6
Centro-Oeste,DF,53,07/06/20,24,16623,773,214,6
Centro-Oeste,DF,53,08/06/20,24,16629,6,214,0
